SRR14065611
SRR14065593
SRR14065594
SRR14065595
SRR14065596
SRR14065597
SRR14065598
SRR14065792
SRR14065454
SRR14065793
SRR14065794
SRR14065795
SRR14065797
SRR14065798
SRR14065799
SRR14065397
SRR14065398
SRR14065545
SRR14065399
SRR14065400
SRR14065401
SRR14065402
SRR14065403
SRR14065405
SRR14065599
SRR14065600
SRR14065739
SRR14065601
SRR14065603
SRR14065604
SRR14065365
SRR14065366
SRR14065367
SRR14065740
SRR14065368
SRR14065369
SRR14065370
SRR14065371
SRR14065372
SRR14065374
SRR14065556
SRR14065406
SRR14065407
SRR14065408
SRR14065409
SRR14065410
SRR14065411
SRR14065412
SRR14065908
SRR14065637
SRR14065638
SRR14065640
SRR14065641
SRR14065578
SRR14065642
SRR14065741
SRR14065375
SRR14065376
SRR14065377
SRR14065742
SRR14065378
SRR14065379
SRR14065380
SRR14065605
SRR14065606
SRR14065607
SRR14065610
SRR14065743
SRR14065643
SRR14065644
SRR14065645
SRR14065784
SRR14065785
SRR14065646
SRR14065647
SRR14065648
SRR14065649
SRR14065651
SRR14065652
SRR14065796
SRR14065800
SRR14065801
SRR14065802
SRR14065803
SRR14065804
SRR14065805
SRR14065404
SRR14065806
SRR14065807
SRR14065809
SRR14065810
SRR14065639
SRR14065811
SRR14065508
SRR14065752
SRR14065753
SRR14065754
SRR14065756
SRR14065757
SRR14065734
SRR14065758
SRR14065759
SRR14065760
SRR14065761
SRR14065762
SRR14065763
SRR14065764
SRR14065662
SRR14065765
SRR14065767
SRR14065445
SRR14065446
SRR14065447
SRR14065448
SRR14065870
SRR14065449
SRR14065450
SRR14065451
SRR14065452
SRR14065881
SRR14065453
SRR14065455
SRR14065456
SRR14065457
SRR14065391
SRR14065458
SRR14065459
SRR14065674
SRR14065687
SRR14065467
SRR14065468
SRR14065469
SRR14065471
SRR14065472
SRR14065349
SRR14065473
SRR14065474
SRR14065460
SRR14065541
SRR14065542
SRR14065543
SRR14065544
SRR14065546
SRR14065547
SRR14065317
SRR14065548
SRR14065549
SRR14065550
SRR14065551
SRR14065552
SRR14065328
SRR14065553
SRR14065554
SRR14065555
SRR14065898
SRR14065694
SRR14065899
SRR14065900
SRR14065901
SRR14065902
SRR14065903
SRR14065334
SRR14065335
SRR14065475
SRR14065476
SRR14065704
SRR14065705
SRR14065350
SRR14065706
SRR14065707
SRR14065710
SRR14065351
SRR14065711
SRR14065712
SRR14065713
SRR14065352
SRR14065714
SRR14065715
SRR14065716
SRR14065353
SRR14065717
SRR14065718
SRR14065719
SRR14065414
SRR14065415
SRR14065416
SRR14065354
SRR14065417
SRR14065418
SRR14065419
SRR14065420
SRR14065421
SRR14065422
SRR14065423
SRR14065355
SRR14065425
SRR14065426
SRR14065427
SRR14065428
SRR14065834
SRR14065835
SRR14065357
SRR14065356
SRR14065836
SRR14065837
SRR14065838
SRR14065839
SRR14065358
SRR14065841
SRR14065842
SRR14065843
SRR14065844
SRR14065845
SRR14065846
SRR14065359
SRR14065904
SRR14065905
SRR14065906
SRR14065346
SRR14065907
SRR14065909
SRR14065910
SRR14065911
SRR14065912
SRR14065913
SRR14065501
SRR14065573
SRR14065574
SRR14065575
SRR14065576
SRR14065577
SRR14065847
SRR14065848
SRR14065849
SRR14065441
SRR14065466
SRR14065442
SRR14065443
SRR14065470
SRR14065708
SRR14065709
SRR14065444
SRR14065621
SRR14065623
SRR14065413
SRR14065624
SRR14065625
SRR14065626
SRR14065424
SRR14065627
SRR14065628
SRR14065629
SRR14065630
SRR14065631
SRR14065840
SRR14065632
SRR14065634
SRR14065478
SRR14065635
SRR14065636
SRR14065850
SRR14065851
SRR14065852
SRR14065853
SRR14065854
SRR14065489
SRR14065855
SRR14065856
SRR14065858
SRR14065889
SRR14065859
SRR14065860
SRR14065861
SRR14065862
SRR14065863
SRR14065591
SRR14065864
SRR14065865
SRR14065720
SRR14065721
SRR14065724
SRR14065725
SRR14065602
SRR14065726
SRR14065727
SRR14065728
SRR14065729
SRR14065730
SRR14065731
SRR14065732
SRR14065733
SRR14065735
SRR14065653
SRR14065373
SRR14065654
SRR14065655
SRR14065656
SRR14065657
SRR14065658
SRR14065659
SRR14065660
SRR14065661
SRR14065663
SRR14065664
SRR14065608
SRR14065609
SRR14065665
SRR14065666
SRR14065667
SRR14065668
SRR14065866
SRR14065867
SRR14065868
SRR14065869
SRR14065871
SRR14065872
SRR14065620
SRR14065873
SRR14065874
SRR14065875
SRR14065876
SRR14065877
SRR14065878
SRR14065879
SRR14065880
SRR14065381
SRR14065382
SRR14065311
SRR14065383
SRR14065384
SRR14065385
SRR14065386
SRR14065387
SRR14065388
SRR14065389
SRR14065390
SRR14065392
SRR14065393
SRR14065530
SRR14065394
SRR14065395
SRR14065396
SRR14065669
SRR14065670
SRR14065671
SRR14065672
SRR14065673
SRR14065675
SRR14065676
SRR14065768
SRR14065677
SRR14065678
SRR14065679
SRR14065680
SRR14065681
SRR14065682
SRR14065683
SRR14065684
SRR14065318
SRR14065319
SRR14065779
SRR14065320
SRR14065321
SRR14065322
SRR14065323
SRR14065324
SRR14065325
SRR14065326
SRR14065327
SRR14065329
SRR14065330
SRR14065435
SRR14065331
SRR14065332
SRR14065688
SRR14065689
SRR14065690
SRR14065691
SRR14065692
SRR14065693
SRR14065695
SRR14065696
SRR14065622
SRR14065697
SRR14065698
SRR14065699
SRR14065700
SRR14065701
SRR14065702
SRR14065703
SRR14065333
SRR14065336
SRR14065337
SRR14065633
SRR14065338
SRR14065339
SRR14065340
SRR14065341
SRR14065342
SRR14065343
SRR14065344
SRR14065345
SRR14065347
SRR14065348
SRR14065857
SRR14065493
SRR14065494
SRR14065495
SRR14065496
SRR14065497
SRR14065498
SRR14065499
SRR14065524
SRR14065832
SRR14065833
SRR14065500
SRR14065502
SRR14065503
SRR14065722
SRR14065723
SRR14065504
SRR14065505
SRR14065506
SRR14065507
